asin,title,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth,imgUrl,productURL,category_name
B0BXWPV6NH,"20 24 28 Inch Luggage Covers for Suitcase, Black Frame Transparent Suitcase cover, Clear PVC Thicken Travel Luggae Protector Cover (28 Inch)",2.5,0,13.99,14.99,104,False,0,https://m.media-amazon.com/images/I/61vROp0dmVL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BXWPV6NH,Suitcases
B0B317N74R,"Van Gogh Starry Sky Travel Luggage Protector Suitcase Cover, Washable Luggage Cover for Carry on- Fits 18-32 Inch Luggage",3.7,0,17.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61g5VWvNj7L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B317N74R,Suitcases
B00ODDBKFO,"Tuscany 30 Inch Expandable Vertical Rolling Luggage Case, Blue",4.3,0,149.99,0.0,104,False,0,https://m.media-amazon.com/images/I/91AuyNQP8zL._AC_UL320_.jpg,https://www.amazon.com/dp/B00ODDBKFO,Suitcases
B0B1MM79FK,"Vincent Van Gogh Painting Luggage Cover Protector Starry Night over The Rhone Suitcase Cover Elastic Suitcase Protective Cover Case with Zipper for Wheeled Suitcase, Washable Luggage Cover",0.0,0,19.98,0.0,104,False,0,https://m.media-amazon.com/images/I/618GF4-VOsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B1MM79FK,Suitcases
B0CGMYZR3D,8Pack Suitcase Wheels Cover/Suitcase Wheel Covers - Carry on Luggage Wheels Protective Covers for most 8-spinner Wheels Luggage/Luggage Replacement for Suitcases/Office Chair - Yellow,0.0,0,12.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61qo8RdzGAL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CGMYZR3D,Suitcases
B0C6XQQNTW,"Luggage Covers for Suitcase TSA Approved,Elastic Washable Suitcase Cover Protector, Dandelion Floral Luggage Cover Sleeve Wrap for 19/20/ 21 Inches Suitcase Travel Accessories",5.0,0,20.0,0.0,104,False,0,https://m.media-amazon.com/images/I/71fcdXEVudL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C6XQQNTW,Suitcases
B0CD43KRHS,Travel Luggage Suitcase Protector Fits 20 Inch Luggage Clear PVC Suitcase Cover Protectors for Wheeled Suitcase (20-Inch),0.0,0,9.99,0.0,104,False,0,https://m.media-amazon.com/images/I/31MIF-2oWmL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CD43KRHS,Suitcases
B07H98HDWB,FOR U DESIGNS 3D World Map Printing Leisure Travel Suitcase Cover Against Scratch L,4.4,0,17.99,0.0,104,False,0,https://m.media-amazon.com/images/I/617VHSKpgxL._AC_UL320_.jpg,https://www.amazon.com/dp/B07H98HDWB,Suitcases
B0C3X8N7BM,"Red Rose Luggage Cover Protector Roses Flowers Floral Green Leaves Black Suitcase Cover for Luggage, Fashion Printed Washable Elastic Travel Trunk Case Covers for 18-21 Inch Suitcase",0.0,0,16.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61Ic38f+EEL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3X8N7BM,Suitcases
B08YNJ25N6,Clear PVC Suitcase Cover Protectors 20 24 28 30 Inch Luggage Cover Transparent Dustproof Waterproof Luggage Cover for Carry on Luggage,3.6,0,12.99,0.0,104,False,0,https://m.media-amazon.com/images/I/71PLRTjcZkL._AC_UL320_.jpg,https://www.amazon.com/dp/B08YNJ25N6,Suitcases
B0C88VQBZW,1PC PVC Luggage Protector 20inch Clear Suitcase Cover Protector Waterproof 20inch Transparent Travel Luggage Covers for Wheeled Suitcase Fits Most,0.0,0,9.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51NR66iBFzL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C88VQBZW,Suitcases
B08VWHWS9P,"2Pcs Luggage Wheels,PVC Luggage Wheels Replacement Single Roller Double Bearing, Flexible for Suitcase Accessory",2.7,0,11.75,0.0,104,False,0,https://m.media-amazon.com/images/I/61FFF6Dr7RL._AC_UL320_.jpg,https://www.amazon.com/dp/B08VWHWS9P,Suitcases
B07CJJFDSX,1 Pair Luggage Suitcase Wheels PVC Suitcase Replacement Wheels great Accessory for Luggage Suitcase (W041-2 L),3.6,0,20.96,0.0,104,False,0,https://m.media-amazon.com/images/I/41ckp++49aL._AC_UL320_.jpg,https://www.amazon.com/dp/B07CJJFDSX,Suitcases
B0B4W9Y4XF,Tiger Printing Luggage Cover Fit 18-32 Inch Travel Business Suitcase Washable Protector Dust-proof Baggage Case,0.0,0,19.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51gJGGQZ89L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4W9Y4XF,Suitcases
B079SGJN4J,"Luggage Atlantic Ultra Lite Hardsides Spinner Suitcase, Bright Violet, Checked Large 28-Inch",4.2,0,129.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61sORwqDJoL._AC_UL320_.jpg,https://www.amazon.com/dp/B079SGJN4J,Suitcases
B0C3X81H6R,"Unicorn Suitcase Covers for Girls Kids, Cute Magic Unicorn Flowers Floral on Black Luggage Cover Protector Durable Elastic Suitcase Protector Travel Accessories, Fit 25-28 Inch Luggage",3.0,0,22.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61t+V9CwAiL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3X81H6R,Suitcases
B0B4K47PHK,"Durable Anti-scratch Spandex Travel Luggage Cover Suitcase Protector Fits 22-24 Inch Luggage Blue, With Stickers",0.0,0,6.99,9.99,104,False,0,https://m.media-amazon.com/images/I/51jNFejdNNL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4K47PHK,Suitcases
B08HWSLMCG,2 Pcs A52 Mute Single Row Wheel Suitcase Luggage Replacement Universal Wheel Casters Outdoor Luggage Wheels Accessories,1.0,0,13.38,0.0,104,False,0,https://m.media-amazon.com/images/I/51SPXgyGlDL._AC_UL320_.jpg,https://www.amazon.com/dp/B08HWSLMCG,Suitcases
B00XA67N5Q,Spree Luggage Suitcase Hardside Spinner Trolley Expandable 28¡°TSA Burgundy,4.6,0,80.4,0.0,104,False,0,https://m.media-amazon.com/images/I/71YrP3XRqkL._AC_UL320_.jpg,https://www.amazon.com/dp/B00XA67N5Q,Suitcases
B0BDKJWDQC,"Hardside Carry On Luggage, 20 inch 100% PC Lightweight Suitcase with Spinner Wheels TSA Lock, Silver",4.1,0,99.99,0.0,104,False,0,https://m.media-amazon.com/images/I/71mgRitH+wL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BDKJWDQC,Suitcases
B0BZCVNY9D,"Travel Luggage Cover Suitcase Protector Washable Anti-scratch Baggage Covers(World Travel 1, XL(29-32in))",1.0,0,19.99,0.0,104,False,0,https://m.media-amazon.com/images/I/71s1SuFUSWL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZCVNY9D,Suitcases
B084KV1G2Z,"Pursuit Aluminum Hardside Attaché (Black, Medium Attaché)",4.6,0,595.0,0.0,104,False,0,https://m.media-amazon.com/images/I/7180ItMw0TL._AC_UL320_.jpg,https://www.amazon.com/dp/B084KV1G2Z,Suitcases
B0B145G7YY,"Helixian 27"" Hardside Checked 8 Wheel Expandable Spinner, Black",3.2,0,79.97,149.99,104,False,0,https://m.media-amazon.com/images/I/61yDeJ2BXpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B145G7YY,Suitcases
B0BJ38L7CJ,X-Bag Large Spinner with Frame - 27 Inch - Suitcases with Wheels - Checked Luggage - Sahara,0.0,0,335.0,0.0,104,False,0,https://m.media-amazon.com/images/I/51Kn837z4FL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJ38L7CJ,Suitcases
B0B4RN9S8C,"A Pair A65 Suitcase Mute Wheel,Replacement Luggage Wheels, Durable Suitcase Wheels Swivel, Suitcase Wheel with Screw, Universal Luggage Replacement Outdoor Supplies for Repair Replacement [Small]",0.0,0,14.69,0.0,104,False,0,https://m.media-amazon.com/images/I/61ERjj8VFeL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4RN9S8C,Suitcases
B09XHRBB9Q,Luggage Protector Suitcase Cover PVC Waterproof Travel Fits Most 20'' to 30'' (24inch),3.5,0,12.0,0.0,104,False,0,https://m.media-amazon.com/images/I/41X5o9IVzrL._AC_UL320_.jpg,https://www.amazon.com/dp/B09XHRBB9Q,Suitcases
B0C3X96VDP,"Airplane Suitcase Covers Blue Aircraft World Map Plane Line Luggage Cover Protector with Zipper, Washable Elastic Luggage Sleeves or Covers Travel Accessories for Suitcase 29-32 Inch",0.0,0,25.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61Knr66+sKL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3X96VDP,Suitcases
B07TV94JPF,"Sigma 6.0 Lightweight Luggage Collection (Black, 25-Inch Spinner)",3.8,0,119.99,220.0,104,False,0,https://m.media-amazon.com/images/I/91gC602KzTL._AC_UL320_.jpg,https://www.amazon.com/dp/B07TV94JPF,Suitcases
B0C6XP2T31,"Luggage Covers for Suitcase TSA Approved,Elastic Washable Suitcase Cover Protector, Dandelion Florals Luggage Cover Sleeve Wrap for 22/23/24/25 Inches Suitcase (M) Travel Accessories",0.0,0,22.97,0.0,104,False,0,https://m.media-amazon.com/images/I/71fcdXEVudL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C6XP2T31,Suitcases
B0B96M87PT,"Tefola Luggage Wheels Replacement, A65 Luggage Replacement Wheels Mute Swivel Suitcase Luggage Caster Wheels Repair Parts Suitcase Wheels Replacement Kit",3.4,0,15.38,0.0,104,False,0,https://m.media-amazon.com/images/I/710Xw6N1tDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B96M87PT,Suitcases
B0B632QXCW,Luggage Cover Protector Bag PVC Clear Plastic Suitcase Cover Protectors Travel Luggage Sleeve Protector (24inch),0.0,0,12.0,0.0,104,False,0,https://m.media-amazon.com/images/I/51-oT5hZ9dL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B632QXCW,Suitcases
B08CMR6LJY,"Luggage Cover Protective Neoprene Slip-On Sleeve - Elegant Design Suitcase Wrap for Airport Travel and Transportation - Standard Sizes, TSA Approved",3.7,0,24.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51rITmsp66L._AC_UL320_.jpg,https://www.amazon.com/dp/B08CMR6LJY,Suitcases
B0B2YWJFR8,"Indio Hardside Medium Check-In (Ruby, Checked-Medium 24-Inch)",3.6,0,169.99,0.0,104,False,0,https://m.media-amazon.com/images/I/81n0rdCvF+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B2YWJFR8,Suitcases
B072N1JV5N,"Bauer 29"" Hardside Checked Spinner Luggage, Navy, One Size",2.8,0,149.99,0.0,104,False,0,https://m.media-amazon.com/images/I/81INdPKSB2L._AC_UL320_.jpg,https://www.amazon.com/dp/B072N1JV5N,Suitcases
B0C2HQRV2L,"Expandable Luggage compartment with universal wheelse, rose gold 12 ""+20"" luggage compartment with TSA lock. Combination travel luggag",4.0,0,98.89,118.89,104,False,0,https://m.media-amazon.com/images/I/515LTuwcReL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C2HQRV2L,Suitcases
B0C9GLHPSW,"2 Pcs a Set, Luggage Protector Suitcase Cover PVC Bag Dust Proof Travel Suitcase with Luggage Handle Wrap By Randomly Sent",0.0,0,16.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51IzXdrDzLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C9GLHPSW,Suitcases
B08MPXX1RF,"Unisex-Adult's Suitcase, Champagne, zzzz-s",4.4,0,81.75,0.0,104,False,0,https://m.media-amazon.com/images/I/91Q30f4cqnL._AC_UL320_.jpg,https://www.amazon.com/dp/B08MPXX1RF,Suitcases
B0BZ57GWGS,Scripture Suitcase Cover Protector Glam Religious Bible Verse 30 Luggage Cover God Inspirational Quotes Spiritual Christian Gift For Women Faith High Fashion Motivational,1.5,0,19.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61OUjHwJ97L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZ57GWGS,Suitcases
B07GJHD9QC,2Pcs/Pack Luggage Suitcase Wheel Left and Right Luggage Suitcase Swivel Wheels Replacement Accessory for Trolley Suitcase,3.7,0,21.23,0.0,104,False,0,https://m.media-amazon.com/images/I/51BxpiCaSdL._AC_UL320_.jpg,https://www.amazon.com/dp/B07GJHD9QC,Suitcases
B0BHXPQ8LH,"Universal Luggage Wheel, Wheel Replacement Luggage Travel Suitcase Wheels, Caster Wheel Replacement Travel Suitcase Wheel, Plastic",0.0,0,21.03,0.0,104,False,0,https://m.media-amazon.com/images/I/61LWNCSXqFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BHXPQ8LH,Suitcases
B097GS41FP,"QUICK S Carry On Luggage, Magnesium-aluminum, Hardside with Double Spinner Wheels, 20-Inch, Quiet, TSA Lock Suitcase, Green",4.3,0,469.99,0.0,104,False,0,https://m.media-amazon.com/images/I/71gfid+yRTL._AC_UL320_.jpg,https://www.amazon.com/dp/B097GS41FP,Suitcases
B0C4NRW37D,"Luggage Cover Travel Around Suitcase Cover Elastic Protector Sets For 18-32 Inch Suitcase Travel Accessories (A Round Trip, XL)",0.0,0,19.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61gyy0O0fLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4NRW37D,Suitcases
B0B595YXQ6,Skull Black Print Women Girls Luggage Cover Set Anti-thief Safety Suitcase Cover Fit 18-32 Inch Baggage,4.5,0,23.99,0.0,104,False,0,https://m.media-amazon.com/images/I/518wgygC-LL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B595YXQ6,Suitcases
B095H95CZB,"PORSCHE DESIGN 21"" Spinner Carry-On Luggage - Roadster Travel Suitcase with Wheels for Men and Women - White",3.4,0,520.0,0.0,104,False,0,https://m.media-amazon.com/images/I/418kX5TWn5S._AC_UL320_.jpg,https://www.amazon.com/dp/B095H95CZB,Suitcases
B0BZ4JKTF2,"All Aluminum Luggage Zipperless Hard Shell Suitcase (Grey, 28 inch)",1.0,0,449.99,0.0,104,False,0,https://m.media-amazon.com/images/I/617EfWWTMWL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZ4JKTF2,Suitcases
B003F4Y6LM,Olympia Tuscany Luggage Collection,4.1,0,105.34,0.0,104,False,0,https://m.media-amazon.com/images/I/91OaQpjFGxL._AC_UL320_.jpg,https://www.amazon.com/dp/B003F4Y6LM,Suitcases
B0BRYCDQ43,"Suitcase Luggage Casters, 1 Pair A88 Porous Wheel Suitcase Luggage Casters Replacement for Travel Bags Large Size",0.0,0,15.77,0.0,104,False,0,https://m.media-amazon.com/images/I/712LjMJaRPL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BRYCDQ43,Suitcases
B07K58YBCD,"Trade Dual Spinner, Night Camo, 72.0L/29-Inch",4.1,0,0.0,0.0,104,False,0,https://m.media-amazon.com/images/I/91YRLnrQyPL._AC_UL320_.jpg,https://www.amazon.com/dp/B07K58YBCD,Suitcases
B0C7WHD6PP,Hztyyier 2PCS Suitcase Wheels Double Row Durable PP PET Swivel Caster Spinner Wheels Replacement Accessories for Suitcase,0.0,0,15.76,0.0,104,False,0,https://m.media-amazon.com/images/I/6197yQJs2GL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C7WHD6PP,Suitcases
B07BK3P2LG,Travel Luggage Cover Spandex Suitcase Protector Washable Baggage Covers Suitcase Cover (XL),3.8,0,19.98,0.0,104,False,0,https://m.media-amazon.com/images/I/71RX32jzulL._AC_UL320_.jpg,https://www.amazon.com/dp/B07BK3P2LG,Suitcases
B099WTZP1P,Afro Woman Luggage Cover Black Girl Travel Suitcase Protector Elastic Protective Washable Baggage Cover With Concealed Zipper Fits M 22-24 In,4.5,0,15.98,0.0,104,False,0,https://m.media-amazon.com/images/I/71VC83YZ5NL._AC_UL320_.jpg,https://www.amazon.com/dp/B099WTZP1P,Suitcases
B08F9XH53K,Aviator Pro Fusion 20 Silver Luggage – Hardside 360 Degree Wheeled Spinner Carry-On Suitcase - Aluminum Frame Polycarbonate Shell - TSA Approved Locking System,2.3,0,329.0,0.0,104,False,0,https://m.media-amazon.com/images/I/51MQd6g8VbL._AC_UL320_.jpg,https://www.amazon.com/dp/B08F9XH53K,Suitcases
B0C4NQWRRF,"Luggage Cover Animals Suitcase Cover Elastic Protector Sets For 18-32 Inch Suitcase Travel Accessories (Dog & Cat, L)",0.0,0,18.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61VlftWmOYL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4NQWRRF,Suitcases
B07GJX8D7V,Frontier Spinner Carry-On Luggage Large Purple Suitcase,3.7,0,209.0,0.0,104,False,0,https://m.media-amazon.com/images/I/81Tby5ITX2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07GJX8D7V,Suitcases
B096MDS159,"N //A 24 Inch Transparent Luggage Cover Protector Bag, PVC Clear Plastic Suitcase Cover Protector, Travel Luggage Sleeve Protector",3.8,0,11.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51niHf7fj-L._AC_UL320_.jpg,https://www.amazon.com/dp/B096MDS159,Suitcases
B08L28WLCS,Curiosity Pocket Metallic 4 Wheeled Rolling Luggage Metallic Glow,5.0,0,274.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61dutACDlZL._AC_UL320_.jpg,https://www.amazon.com/dp/B08L28WLCS,Suitcases
B0B7KKX5KS,"Suitcase Wheel, 1 Pair Black Luggage Suitcase Caster Swivel Universal Wheel Nylon for Repair Replacement",1.0,0,12.84,0.0,104,False,0,https://m.media-amazon.com/images/I/61TQ7O6TsgL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B7KKX5KS,Suitcases
B0BPSKMH17,Travel Suitcase Covers Brown Horse Print Baggage Case Cover Protector Fit 22-24 Inch Luggage,0.0,0,17.99,0.0,104,False,0,https://m.media-amazon.com/images/I/514RHS3UJLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPSKMH17,Suitcases
B01H7D2OGK,"Luggage Set, Olive Green, set of 2",4.5,0,288.63,0.0,104,False,0,https://m.media-amazon.com/images/I/912rIaQW8EL._AC_UL320_.jpg,https://www.amazon.com/dp/B01H7D2OGK,Suitcases
B07WJJFJRC,Frontier Spinner Unisex Small Black Polycarbonate Luggage Bag TSA Approved Q12009001,3.0,0,135.0,0.0,104,False,0,https://m.media-amazon.com/images/I/51wMxN0ZwIL._AC_UL320_.jpg,https://www.amazon.com/dp/B07WJJFJRC,Suitcases
B0BJ7C1LPF,"2pcs Luggage Wheels, 360 Rotating Flexible Luggage Wheels Replacement Dual Roller Bearing Wheels for Suitcase Wheel, Luggage Replacement Wheels, Tourister Replacement Wheels, Suitcase Wheel for Travel",1.0,0,10.49,0.0,104,False,0,https://m.media-amazon.com/images/I/51A1zP1I+4L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJ7C1LPF,Suitcases
B0B89WS316,"Luggage Sets 3 Pieces with TSA Approved, Lightweight Hard Shell Travel Large Rolling Checked Suitcases with Spinner Wheels, Polypropylene Material (20/24/28), INDIGO BLUE",2.8,0,139.99,0.0,104,False,0,https://m.media-amazon.com/images/I/81hbUXtNlXL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B89WS316,Suitcases
B078H6LNMP,"Denim 3D Cute cat Dog Styles Washable Print Luggage Cover Protector Suitcase Cover Carry On Cover with Zipper Fits 18-32 Inch Luggage for Holiday Travel and Great Gift Idea (Cat Yellow, L)",3.9,0,19.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51eD7bpW1zL._AC_UL320_.jpg,https://www.amazon.com/dp/B078H6LNMP,Suitcases
B06WD63K99,"suitcases Blue (Navy Blue), Upright S, Length 40 cm (55 cm-41 L)",4.6,0,178.28,0.0,104,False,0,https://m.media-amazon.com/images/I/71rEa1lcanL._AC_UL320_.jpg,https://www.amazon.com/dp/B06WD63K99,Suitcases
B0C32QHPS7,Lemon Suitcase Cover Anti-Scratch Luggage Covers Washable Travel Luggage Protector XL Fit 29-32 Inch Luggage,5.0,0,23.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61WxOikmYwL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C32QHPS7,Suitcases
B07HPDDMBG,"Unisex-Adult (Luggage only) Moraga 22"" 8-Wheel Hardside Spinner, Black",5.0,0,110.0,0.0,104,False,0,https://m.media-amazon.com/images/I/7170yG0a7JL._AC_UL320_.jpg,https://www.amazon.com/dp/B07HPDDMBG,Suitcases
B002G0Z24Q,"22 Inch Wheeled Traveler, Black, One Size",3.6,0,306.16,0.0,104,False,0,https://m.media-amazon.com/images/I/61QrIhki5FL._AC_UL320_.jpg,https://www.amazon.com/dp/B002G0Z24Q,Suitcases
B0BVNV4Z4M,"Voyages Hardside Luggage with Spinner Wheels, Glossy Red, 29 Inch Trunk",0.0,0,545.0,0.0,104,False,0,https://m.media-amazon.com/images/I/61KL-K1lf4L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVNV4Z4M,Suitcases
B0C3X7XLCJ,"Colorful Splashes Splatter Suitcase Cover Rainbow Splash Spots Dots on Black Luggage Covers for Suitcase, Elastic Washable Travel Luggage Protector Baggage Case Covers Fits 25-28 Suitcase",0.0,0,22.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61-9OVSKsHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3X7XLCJ,Suitcases
B08HDDFNF8,Pack of 2 Universal Luggage Suitcase Wheels Replacement for Suitcase Accessory Mountaineering Camping Supplies,0.0,0,13.02,0.0,104,False,0,https://m.media-amazon.com/images/I/61+kl0B6auL._AC_UL320_.jpg,https://www.amazon.com/dp/B08HDDFNF8,Suitcases
B0C9CFKSVD,"Travel Luggage Cover Spandex Suitcase Protector Cover Suitcase Protector Trunk Washable Luggage Covers XL (Cat, XL)",0.0,0,24.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51UpH5dbezL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C9CFKSVD,Suitcases
B0C3TYK3S8,Abstract Hippie Flowers Luggage Cover for Women 2 Set Protection Cover Soft Trolley Case Grip Cover for Coworker Luggage Identifiers for Suitcases for Airport Luggage Accessories,0.0,0,15.99,16.99,104,False,0,https://m.media-amazon.com/images/I/71B3ugJLHIL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3TYK3S8,Suitcases
B00UKFB6C6,"Vantage Slate Blue 30 Inches Suitcase, Slate Blue",1.0,0,233.99,259.99,104,False,0,https://m.media-amazon.com/images/I/81oLEGOXt5L._AC_UL320_.jpg,https://www.amazon.com/dp/B00UKFB6C6,Suitcases
B0C1Y71MJM,"LC LICTOP Luggage Protector Suitcase Cover 22Inch PVC Waterproof Travel Suitcase Cover,Clear and Black Edging 1pc",2.0,0,9.99,0.0,104,False,0,https://m.media-amazon.com/images/I/61dB5ViFXmL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C1Y71MJM,Suitcases
B0BXX8SMFD,Suitcase Cover Luggage Covers Protective Protector Personalized luggage cover for Travel Suit case 26-28Inch Blue Sky,0.0,0,25.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51uRodosCxL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BXX8SMFD,Suitcases
B0B1J1W4LT,Colorful Boho Flower Print Luggage Cover Anti-Scratch Dustproof Suitcase Protector Covers Washable High Elastic Baggage Covers Fits 30-32 Inch Luggage,3.6,0,20.59,0.0,104,False,0,https://m.media-amazon.com/images/I/61Agoo7p-AL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B1J1W4LT,Suitcases
B07HPG5GYG,"Unisex-Adult (Luggage only) Moraga 26"" 8-Wheel Hardside Spinner, Black",4.4,0,133.62,0.0,104,False,0,https://m.media-amazon.com/images/I/71uJLR5ynPL._AC_UL320_.jpg,https://www.amazon.com/dp/B07HPG5GYG,Suitcases
B0BMG2QDJT,Suitcase Covers For Boys Girls Cartoon Panda Print Waterproof Dirt-proof Cute Travel Luggage Protector Cover,0.0,0,13.99,0.0,104,False,0,https://m.media-amazon.com/images/I/417ROkMRIYL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BMG2QDJT,Suitcases
B0BB8JKLHV,Tranverz XXS - Black Denim,0.0,0,115.0,0.0,104,False,0,https://m.media-amazon.com/images/I/81TgC7ODzoS._AC_UL320_.jpg,https://www.amazon.com/dp/B0BB8JKLHV,Suitcases
B0BZXRJF9V,"Pure Pink Suitcase Cover - Waterproof Stretch Travel Luggage Cover, Simple Solid Color Luggage Covers Washable Luggage Protector Suitcase Cover Fits 22-25 Inch Luggage",0.0,0,23.99,0.0,104,False,0,https://m.media-amazon.com/images/I/414AcLLCyGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZXRJF9V,Suitcases
B0CC9WGWR2,Luggage Suitcase Wheels 1 Pair Luggage Replacement Wheels Mute Swivel Suitcase Luggage Caster Wheels Repair Parts,0.0,0,9.99,0.0,104,False,0,https://m.media-amazon.com/images/I/71enTCktVAL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CC9WGWR2,Suitcases
B01N39F8B4,"Spandex Luggage Medium Suitcase Cover, Zebra",4.8,0,22.73,0.0,104,False,0,https://m.media-amazon.com/images/I/81zp69jBLfL._AC_UL320_.jpg,https://www.amazon.com/dp/B01N39F8B4,Suitcases
B008DFJOEM,"Luggage Set, Green, set of 3",4.2,0,269.04,0.0,104,False,0,https://m.media-amazon.com/images/I/71Va9ktxLyL._AC_UL320_.jpg,https://www.amazon.com/dp/B008DFJOEM,Suitcases
B07HPFLZRX,"Unisex-Adult (Luggage only) Moraga 22"" 8-Wheel Hardside Spinner, Red",0.0,0,118.95,0.0,104,False,0,https://m.media-amazon.com/images/I/71y8j8yxjaL._AC_UL320_.jpg,https://www.amazon.com/dp/B07HPFLZRX,Suitcases
B0BZRT2F9X,"Suitcase Cover, TPU Luggage Cover 24 Inch Luggage Protectors for Wheeled Suitcase (24""(21.7"" H x 16.7"" L x 10.8"" W))",4.5,0,26.99,0.0,104,False,0,https://m.media-amazon.com/images/I/51CoZoEK4kL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZRT2F9X,Suitcases
B008G3Z29M,"Luggage Titan 29 Inch Expandable Spinner, Black, One Size",4.0,0,149.99,300.0,104,False,0,https://m.media-amazon.com/images/I/91JkXM+YnBL._AC_UL320_.jpg,https://www.amazon.com/dp/B008G3Z29M,Suitcases
B0B2YBV58Q,"Wave Hardside Spinner Luggage, Black/Blue, Check in",5.0,0,192.07,0.0,104,False,0,https://m.media-amazon.com/images/I/61UtLHLfMtL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B2YBV58Q,Suitcases
B083NX2RDW,"Luggage Set, Coral, Set of 3",4.4,0,282.23,0.0,104,False,0,https://m.media-amazon.com/images/I/71wjLIb-SgL._AC_UL320_.jpg,https://www.amazon.com/dp/B083NX2RDW,Suitcases
B0721L9N3P,"Bauer 21"" Hardside Carry-on Spinner Luggage, Black, One Size",4.2,0,82.59,0.0,104,False,0,https://m.media-amazon.com/images/I/815+f0AGP5L._AC_UL320_.jpg,https://www.amazon.com/dp/B0721L9N3P,Suitcases
B0CCDHRKG3,"Travel Painting Travel Luggage Cover Suitcase Protector,Luggage Handle Wrap/Tags/Identifiers,Universal Suitcase Cup Holder Luggage Cup Holder Attachment Travel Free Hand Drink Caddy",0.0,0,36.49,0.0,104,False,0,https://m.media-amazon.com/images/I/51F4iS2YtKL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCDHRKG3,Suitcases
